"","Product.Name","Rating","Reviews"
"390014","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",1,"The phone itself is OK. It heats up too quickly. The worst part is Sony's Xperia Protection which rendered my phone useless and bricked it. If you purchase this phone don't use this feature."
"390015","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",4,"Very good!"
"390016","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",1,"Unfortunately this phoneis giving me tons of errors since the beggining, now the camera is not working, the has never been dropped I wrote to Sony looking for an answer but they didn't reply, I bought this phone on December 2015. I feel ripped off!"
"390017","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",3,"You get what you pay for has some issues bit price was right"
"390018","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",5,"Love this phone for my daughter"
"390019","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",5,"Excelent price. It's a good Android Phone, not the top but good enough."
"390020","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",5,"MY husband loves it"
"390021","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",1,"All time is super heated, sometimes does not turn, I have to reset it, and rear camera does not work, shows Error"
"390022","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",2,"I recently bought this cell phone, it was supposed to come unlocked, but no, this completely blocked. The google account is blocked surely with another person's password, Please I need HELP!!!"
"390023","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",2,"I bought this product on january 2016 as new. I had an issue with my Sony Xperia M4 recently. I dropped it in water however it said that it is waterproof it is not working anymore. So I went to a Sony technical service and they opened it, then they realized that the cellphone was not new.I feel that I was swindled, because I paid for a new product but instead I got one refurbished one."
"390024","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",2,"This is a review on both the product and Sony's service. Four months after I bought it the screen was having issues. A vertical band of dead pixels on the right side of the screen. Sony received the RMA shipment on May 25th. Their service terms claim a 15 business day turnaround time. Till date they have not been able to tell me when I would receive the repaired phone. Calls and chats with customer service department end with -- "" we don't have any information at this time. Contact us next week..."". I would have been better off returning the phone to Amazon."
"390025","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",4,"Just as expected, a good phone with good specs and great durability. It's been used everyyday in a professional kitchen setup, subject to splashes, fat and heat without a glitch"
"390026","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",5,"good price for smartphones. gave this phone for my in laws, she is using it everyday."
"390027","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",1,"Don't know if it's the phone it self or if the seller got a bad batch to sell but this phone is absolute worst,from it not being waterproof to the battery getting ridiculously hot to it not even charging the way it should anymore and all of these problems are only after a couple of months of use"
"390028","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",1,"don't buy. this phone suffer from Sudden death and the Sony support its the worst.No lo compre se apaga y no vuelve a prender el servicio de sony apesta es el peor te mandan de un lado a otro."
"390029","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",5,"nice phone, recommended"
"390030","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",5,"I've tried Samsung, HTC, Motorola and this Sony is by far the most superior phone I've ever had. This model is mid range ,I can't imagin what a top of the line Sony would be like.Xperia fan for life"
"390031","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",4,"Great phone - except battery life is awful. Phone, hardware and operations is, in my opinion, great so much that I continue to use this phone despite its short battery life. and for the price I paid (amazon holiday sale $150) I cant complain a bit"
"390032","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",3,"This worked great when I first got it but after a few months I started getting problems with the speaker and charging port. I will not be buying this again."
"390033","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",5,"Excellent phone. Probably the best phone I ""ve ever have for this kind of money...."
"390034","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",5,"This is my third Sony phone in 15 years. Couldn’t be happier. Lot of my friends like this phone more than their iPhone. What else can I say."
"390035","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",5,"nice!"
"390036","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",3,"I bought this when my Xperia z3 for TMobile screen broke for the third time. Figured I'd just buy a new phone. Didn't want to buy a current gen for $700 so I figured this next-up gen would be better. All I really want in a phone was that it was water proof(resistant now) and had a good battery. The z3 fit that bill easily so I thought the m4 would too. Everything about this m4 is less responsive than the z3. Touchscreen feels different/less responsive and apps loading/switching is less responsive. But hey, for the price it's not bad and it definitely fits what I'm looking for. Battery lasts forever on moderate usage and dunking it isn't a problem. Just wish it was better than the last generation."
"390037","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",1,"Worst phone ever had in life. Speakers are not working. Really waste for money. Is this possible to exchange the phone by any chance. Please advise"
"390038","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",5,"Can't go wrong for the price. Good phone. VERY waterproof."
"390039","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",1,"The Battery dies quickly, and takes ages to charge, more than 12 hours for a full charge. The microphone stopped working after 2 months of purchase. The speaker is the worst, you can barely listen at people The camera takes horrible pictures and using the flash you only see big giant white stains"
"390040","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",5,"I am very satisfied, I exceeded my expectations, excellent cost-benefit."
"390041","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",3,"phone is great except that the camera doesn't work with several third party apps. Of course, neither Sony nor the app developers have been helpful. I suspect it has to do with support for the specific camera hardware, and I don't expect it to be resolved anytime soon. otherwise a great Android phone."
"390042","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",3,"The first time I put the phone under water the microphone stopped working on calls. I disabled the secondary mic that is for noise suppression and now the main mic seems to be working on calls but the quality is poor. This is a disappointment for a phone with ""aqua"" in the name. The battery life is terrible. It often lasts less than 12 hours. Sony customer support was worthless as usual. Now I have to send it in and be without a phone for 2 weeks. But seriously, it's a $200 phone, so what do you expect."
"390043","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",3,"It get's hot easily not like red hot but is uncomfortable also poor camera quality"
"390044","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",3,"I purchased this phone when the price first dropped to $200 on Black Friday. I figured this would be an upgrade to my damaged Nexus 4, rather than repairing it. The great part of this phone is that it had more RAM, drive space and a seemingly faster processor. Plus that fact that I could add an SD card and was waterproof was a bonus.Upon use I immediately noticed that the octa-core processor would heat up the phone very easily, to the point that it would be hot to touch. I use this for everything, from setting appointments, sharing files across apps, playing Candy Crush, running with RunKeeper and playing music, using Waze/Google Maps and posting on Facebook. It acts fine with using one app at a time, but crashes, overheats and slows down completely when multitasking. This is VERY frustrating when I'm trying to make a call or quickly set up directions for navigation.On the plus side, I am happy that it is waterproof. I went running last month, and during the last quarter-mile, I got stuck in a rain storm. Did not affect the device at all.Beside the fact that it has more storage that is also expandable, my Nexus 4 with less cores and less memory easily out-performs this phone. Hopefully the Z-series of this phone is much faster, else I may have to get the more expensive Samsung S series phones to solve my frustrations."
"390045","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",5,"I bought this phone in Aug of 2015 and I still love it. It has everything that I need and want with a phone. It takes decent photos, and is just the right size for me. I did almost run out of space on it once but the problem was easily resolved by uploading all of my pictures to google drive and then deleting them from my phone. As mentioned by some other reviewers it does heat up sometimes but this is rare and has never been a real problem. The battery life is good, for me itusually last a couple days unless I am constantly using my phone. I did take some pictures with it while standing in a creek where the phone was exposed to some water, not completely immersed, and it was fine. The phone looks really nice and sleek and like I said is the perfect size for me I am 5'4"" and I don't like the huge phones. At the same time the screen seems really big when I am watching something on the phone. I have had the phone almost a year and have had no hardware or software problems. I am so happy I found and bought this cell phone it has definitely met and exceeded my expectations and I only paid a little over 200 dollars for it. I will probably replace it when it is really outdated but it will be hard to part with! I definitely recommend this phone if you are an android person."
"390046","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",5,"Bought for my wife. She takes a lot of pictures with her camera and this works perfectly for her. The phone part is also nice. I have a Sony and like it very much. Bluetooth with my Sony TV"
"390047","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",5,"Excelent phone at a good price !! Recomended 100%"
"390048","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",2,"After having this phone for a few months now, I've found much less to like about it than when I originally got it.Performance is god awful, I dont do a lot on my phone other than basic social media and google play in the background pretty regularly and that already taxes the phone pretty hard to the point I felt like my Nexus 4 was faster (which came out a couple years before this phone did)Battery life is advertised for 2 days under light load which is respectable but I havent seen even near that, if you're constantly using 4G LTE data for even just web browsing the battery drains very quickly and you'll be lucky to see 6 hours on a full charge... charging speeds are decent for micro usbthe camera must be defective for mine because it doesnt seem to focus at all, everything I try to take a picture of looks blurry and it takes forever to snap...Conclusion... Its not a bad phone for 200 bucks but the more I use it the more I wish I just lived without a phone for a bit longer and bought something better."
"390049","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",5,"I love it"
"390050","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",5,"My husband truly did like his new phone. Price was terrific when I bought during a flash sale, I think. He likes the phone... and I didn't have to spend three or four times as much on a phone. T-Mobile sim bought with it was perfect, too."
"390051","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",4,"Pros+Good Looking Design+Good Performance+Waterproof+MicroSD Expansion+Good Camera+Android Pay CompatibleCons-Okay Screen-Average Speaker-Average Battery Life-Decent Performance-Not the only good phone availableShould you buy: YESActual Value $200Sony has made a lot of great, if a bit too frequent, phones. With a waterproof design and glass construction, it has a great record of making phones. However, those phones had competition from Samsung, LG, among others that made it difficult to stand out. Sony, however, has decided to aim for the midrange market by making this: the Xperia M4 Aqua. In 2014, I would’ve recommended this phone instantly. However, in 2016, is it still a good buy among the rest of the excellent lineup of 2015? That is what I tried to find. In short, it is a good phone. But that leaves me conflicted as to where to place this phone in the current state of the market.-Design-Any similarities with any of the phones in the Xperia lineup is no coincidence. In fact, that is kind of its selling point; it doesn’t look like other phones in this price range. The glass found on the front and back is beautiful and feels premium in the hand and from any distance it looks like a much pricier phone. The Sony and Xperia label add a bit of class to this otherwise good looking budget phone. This also makes it a bit disappointing to find a plastic frame instead of a metal one that is found on its older brother. But considering its price, this is something that can be forgiven. In the hand, it feels light enough to easily carry but dense enough to feel like it won’t break easily. That being said, I recommend buying a case immediately in order to prevent any part of the glass from shattering. The front grills on the phone are nice, but they are a bit deceiving. The speaker, unlike the other Xperia, is actually on the bottom of the phone. The top one is an earpiece for calling and the bottom one is a microphone. There is also your typical power and volume rocker, along with a two-stage button. This last button that should be in all phones and I’m surprised that it is a rare thing to find these days. Overall, it is a good looking phone that should make most people happy.-Performance-The specs on this phone are good for the price. It is packing a Snapdragon 615 with 2GB of RAM, 720p display, Android Lollipop, and microSD card expansion. In benchmarks, the phone runs just above the Alcatel Idol 3 (4.7) but a great distance under the Samsung Galaxy S5. It is a respectable score for the price. However, it is a bit confusing in general use. It is snappy most of the time with general day to day task. But sometimes the bloatware that Sony adds to the phone makes it stutter a bit, particularly when multitasking a lot of apps. It never slows down completely or enough to get in the way, but it is noticeable. Most games, or any other graphic demanding app, do run well on this device without an issue with only the heaviest of games stuttering a bit. Apps also run smooth while they are open and even when going back to it while multitasking. In my practical testing, I can open up to 5 apps without any of them closing, including Chrome, Snapchat, YouTube, Amazon app, and Instagram. Signal quality, for the most part, is good. There are a few areas in my area of Los Angeles where I get a weaker signal than what I’ve experienced with OnePlus and Alcatel, but they are minor issues. My top speed running on the T-Mobile network was 54 Mbps download speed and 7 Mbps upload. Call quality is also good from both ends of the call, with both earpiece and loudspeaker providing loud volume and above average quality. While it does have the hardware to use Band 12, it is unable to use it since it doesn’t meet the requirement from T-Mobile. But it still performs well and should be great for most people.-Display-The phone has a 1280 x 720 HD display with a pixel density of 294 ppi. While on paper that does look like a lower level of pixel density than other phones it’s actually good enough for most people, with text looking slightly fuzzy when holding the phone right up close. Colors are good, but not excellent. They are good enough, but next to something like the S5, OnePlus, or even the Alcatel Idol 3 the colors look a bit washed out. The white balance is slightly towards the blue side, but it isn’t that noticeable. Thankfully, Sony does allow for tweaking the display settings should you want to make it good. Contrast and brightness levels, on the other hand, are great and they do allow for it to be usable in direct sunlight. Only thing I have of concern is the glass on the display. I have not found a confirm report as to what the glass is (Gorilla Glass, Dragontrail); the only thing I have found it to be listed as is “scratch-resistant glass.” Just something to keep in mind. Overall it is a decent screen, but there are better options available.-Camera-Sony has a reputation for making quality camera sensors, such as the iPhone and other flagships, so I was expecting some of that tech to drop down to their midrange phone. The result is good, but not much more than that. It comes equipped with a back-facing 13MP camera and a front, wide angle 5 MP camera. I couldn’t find any specific information on the sensor in the back, with Sony limiting themselves to only saying it is a Sony Exmor RS model, but no specific requirement in particular. Since there is no other phone that we can identify with this sensor, we’ll have to judge it independently with other phones in this price category. So, is it good? In general, yes. Photos taken in bright light come out excellent and the phone does focus quick on the subject or background that is being exposed. Colors are a bit lighter than what they are in real life, but it’s not a deal breaker. Low light is surprisingly good for the price. Sure, it isn’t up to the level of an S6 or a G4, but it is above what most other phones can deliver. The phone does suffer from motion blur, so nighttime shots are best left for tripod or steady hands. In short, it is a decent camera perfect for social media.-Software-The Xperia M4 comes with Android Lollipop 5.0 with some extras that range from good to completely useless. The phone has a custom Sony skin that would look okay if the other apps that you had look similar. But their round shape and overall design contrast to all the other apps that you might download. In addition to this, there are also apps that I wish Sony would make downloadable if needed, but removable if not needed. Apps such as XPERIA Lounge and Playstation Video are useless for me since I don’t have a Playstation and other such as Sketch and AR effect are fun, but ultimately just gimmicks. There are also a few small apps that can be used while using another app, for example the browser, a timer, and a calculator. There are also some small apps that can be downloaded from the Play Store, but you still can’t use any apps. Everything else works similarly to stock Android, with performance being much better if there hadn’t added some annoying bloatware to the mix. The good news is that Sony promises an update to 6.0 Marshmallow for 2016, so that is a positive note. Sony did a good job, but I can’t help but wonder it if could’ve been better.-Waterproofing and Extra Notes-Now, on to this phone’s highlighted feature: the water resistance. Just a little bit of information that you should know: Sony never directly states that it is completely waterproof. They even advise against putting it completely underwater. Nevertheless, it is good on its promise of being water resistant. Placing it underwater for 20 minutes completely submerged didn’t harm it and listening to music in the shower worked great. I wouldn’t recommend doing it constantly, but it does give reassurance that water will not kill it. Something I do want to note is that this phone heats up rapidly even when just going through simple web browsing. Also, the battery does not give 2 days of battery life. The power saving modes do help with battery life, but the most I’ve gotten in general use is one day with 4 hours of screen on time. It is good, but nowhere near the 2 hours it claims.-Conclusion-Here is where I have trouble with this phone. Independently, it is a really good phone with good performance for what it is in addition to a beautiful design and waterproofing that gives users the confidence to have it in the rain. However, there is currently a lot of competition that makes it hard to recommend this phone. For starters, if you want the best bang for your buck, there is the Blu Life One X with a better screen and similar design for less money at $149. If you want a compact phone, there is the Alcatel Idol 3 4.7 at $179 which is still a good phone that is lighter. If you want the looks of the M4, what’s wrong with the OnePlus X, which has a much better screen, much more power, and looks almost the same at a slightly higher price of $249? Honestly, any of the above options are great and they are cheaper than the M4. If you really need the waterproofing, then this is one of your cheaper options and definitely the one to get. But for everyone else, the other options would probably be better."
"390052","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",2,"The phone has some performance issues. It does not automatically connect to known WiFi connections and there are audio issues where it has difficult switching between headphones, to Bluetooth to normal use. Each time this happens a factory reset appears to correct the issue, but clearly that is inconvenient."
"390053","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",5,"Love this phone! Nice camera, nice design, feels and looks expensive. I get 4g LTE with tmoblie."
"390054","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",5,"All I can say is WOW! This is a great phone, I don't know about the comments regarding the camera quality, it blows my S5 and Nexus 5x away. Have not had any over heating issues either but I'm not running a bunch of apps at the same time. Works great on Tmobile network. Wait for it to go on sale and for the price it can't be beat."
"390055","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",5,"OK👌"
"390056","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",3,"Had this for about 3 weeks now. Phone works without any problems, no heating up but battery life is not as described. I love the phone still though."
"390057","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",5,"I'm an Iphone user who purchased and set this up for my mother in law. I have used android tablets, so I have a general familiarity with them. I was impressed with this phone, which has a nice screen and everything functions quickly. I was also impressed with the versatility/configurability of android, as this was my first real time spent setting it up. For the money (I got it on a flash deal for $149) I don't think you can beat this device.UPDATE: 3/20/2016For those who've suffered heat or battery life issues, or the ""sleep of death"", I also had this problem, which is highly frustrating. However, these issues resolved for me by using the Sony PC companion software. You have to connect the phone to the computer and in the PC Companion, press start under Support Zone > Start under update phone software > repair phone. Then follow the on screen instructions in the program. Since I did this (a month ago) I've had no further problems and it's been a fantastic phone."
"390058","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",5,"Thanks, very good"
"390059","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",5,"I have an LG G3 in RMA. It just resets on its own. I needed a spare phone and was considering a BLU phone until I found this at 50% off the MSRP. This was a lucky impulse buy which I got at the right time.The phone was the E2306. This thing has T-Mobile's HSPA+ (3G) 1700 MHz frequency (not common) for unlocked phones. It also has LTE bands 2,4,5,12,17 which are the majority of T-Mobile and AT&T frequencies.The phone is pretty slick. I love the aesthetics. It feels dense though. I fear if I drop it, it will break.I had a Nexus 5 (32GB) and LG G3 (32GB) before this phone. So I will use them as references.First item to compare… the screen size and resolution. This phone has the smallest size of the 3 and the smallest resolution of 1280 x 720 (HD). Nexus 5 was a Full HD phone and the LG G3 is a Quad HD. I do not feel that I am missing anything with the lower resolution. How small do you need your text? Everything appears to be crystal clear.Next is the RAM… This has 2GB to match the Nexus 5, and 1GB less than the LG G3. I did not see this phone slow down. I have not been playing any games. I have not been using it at its fullest limit.Next is the storage… this phone has the smallest of the 3 phones with 16 GB. So, this will limit the number of apps you can use and install. I saw this limit on a Samsung tablet and I believe this is the greatest detractor. Now, this also has an MicroSD slot. This is something that the Nexus 5 does not have. So potentially, you can store more pictures and music in this device. The LG G3 wins hands down with 32GB internal with MicroSD card expansion slot. As a spare phone, this Xperia M4 is perfect for me. This could be my daily driver if my LG G3 cannot be repaired. (I no longer have the Nexus 5).NFC… all the phones have NFC, and Bluetooth, Wi-Fi wireless N also included.Battery… the battery is not user replaceable. This was the flaw with my Nexus 5 and why it needed to be replaced. The LG G3 wins this factor with a replaceable battery.Processor speed… This is the slowest on paper but it is future proofed with a 64-bit processor. Although it is an Octo (8) core, it is more like 2 quad cores switching between the two. I do not think I am missing the power. It is still as smooth as the other phones.Speaker… The Nexus 5 and this phone has roughly the same location. The LG G3 speaker is on the back. Of the 3 phones mentioned, this has the BEST SPEAKER phone volume and SPEAKER for music.Camera… This has a 13 MP camera. IT IS THE BEST CAMERA OF ALL 3 PHONES NOTED. I have not taken a blurry picture with this phone. It is slower than the LG G3 and about the same speed as the Nexus 5 in taking pictures, but it is worth it for the quality.Waterproof… need I say more. The LG G3 and the Nexus 5 are not. So, I can put this under the sink faucet and wash my phone. This is probably a major reason that the battery is not user replaceable.Other items to note:1. This phone uses a Nano-SIM. This is the smallest of the 3 phone SIM card form factors.2. The native messaging app stinks! Sony dropped the ball on how it handles group SMS/MMS and organizing the received messages on the group. Sony splits ALL the received messages and sending a group MMS requires a subject. Unfortunately, all the replies are still on separate strings. Get another app, like Google Messenger, Textra, Evolve SMS, etc. With all the benefits of this phone, I could not rate this phone below a five star."
"390060","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",4,"This is an good phone for the price you pay for it with a fluent minimalist interface that I like much more than other Android customizations, like TouchWiz. My only complaints would be that sometimes the colors of my photos are a little bit opaque for my taste and that, although the phone has a good battery life it is far from the two days promised by Sony."
"390061","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",5,"Awesome! Good quality & affordable price! Thanks Sony!"
"390062","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",4,"Great!!!!"
"390063","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",2,"Reading online this seemed like my perfect phone, it had the power I needed and compact and stylish. I'm not a power user by no means I only play a couple of games that my Moto G can handle well and Internet browsing but this phone would constantly close my apps without an error and delete all the progress I had done with it. Not to mention using it in the lowest screen light would still make the phone so hot it would hurt to hold, and even iny pocket without use it would do it. Never had a defective Sony phone before and I got this brand new I honestly think thats just how it was supposed to work, which didn't work for me. I guess if you want a reliable phone and don't use apps or the Internet a lot I would recommend it."
"390064","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",4,"Very good but I did get a sellsrecite"
"390065","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",5,"nice phoe"
"390066","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",5,"very nice phone love it"
"390067","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",5,"Very good"
"390068","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",4,"I'm still getting used to it and as usual comes with a lot of apps that you don't want or need but speed is good is easy to customize and was able to do the transition from my old phone pretty quickly"
"390069","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",4,"it good for price, work tmobile nano pin litle hot dowling"
"390070","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",5,"Its great but it heats up and it gets to the point were it burns you hand, if you going to use a protector i recommend it and also glass and plastic doesn't feel right, you only choice try it or not."
"390071","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",1,"Soon It began to be slow and microphone suddenly did not work anymore"
"390072","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",5,"Bought cause my Z1s was damaged beyond repair and I've only had this one a few days. So far it has been great however I'm not a heavy user of apps and games. I'm hoping the heating and locking and slowing down problems I've read about are simply due to the early lolipop upgrades which nearly bricked my Z1s when it first came out, it was aweful, but after a long while and updates it finally started running smoother and cooler. I really like not having to pull a clip/door open and close every time I want to charge this one. The headphone plug doesn't seem quite as sturdy but if it works it works, the sound with my sony earbuds (the best earbuds for price too) is louder and seems to sound better on the M4 Aqua which is also good. I keep wifi and bluetooth turned off and it seems like it will last about the same maybe a little bit longer on average but not much, maybe could push 3 to 4 days with little to no use during that time, estimating 8 to 24 hours on a heavy day. Direct charging speed from wallwart usb seems pretty fast to me, still slow if usb from my laptop. Over all there are subtle differences, but nothing really bad or nor great, I love the sleek flat design of xperias, abd tho I know support kind of sucks, I'll keep my fingers crossed, I'll remain a Sony fan."
"390073","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",4,"At first the phone got super hot and battery drained in less than 4 hours. It was either an update or me changing the network to ""2G only"" that helped to solve the problem and now the phone lasts easily for a day."
"390074","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",3,"Battery does not as long as it is advertised"
"390075","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",3,"Love the phone and it's under water capabilities. But the screen spiderwebed the first time I dropped it. :/ so the weakest screen on an xperia I've had so far."
"390076","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",5,"I absolutely love this phone. I'm on it all day long. And yes it is waterproof which makes it even better. I will strictly be buying Sony Xperia phones from now on."
"390077","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",5,"I am enjoying my phone. It's my first non-windows phone in 7 years. The camera isn't as good as the Lumia 830's camera."
"390078","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",4,"It's fine for the price (I bought it for 150$+tax), has no so good camera, I was hoping a pretty good camera because... it's sony! But nope, is just ok. Ah, is really a pretty phone, good quality screen. Totally worth for the money."
"390079","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",5,"ITS A GREAT PHONE!!"
"390080","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",2,"Phone developed a problem with the microphone after about 10-11 months of regular use, with the microphone completely failing within days of the 1-year warranty being over. Tried hard resetting the phone, upgrading the software to Android 6.0.1, but the problem could not be resolved.Contacted Sony support and after plugging in the IMEI their website says my phone was not under warranty, even though it was within a year of my purchase date from Amazon.Also had regular problems with SMS messages on this phone - messages received from people would periodically be in all Chinese characters (copied and pasted to Google Translate and the translation made absolutely no sense). I also had quite an unreliable time receiving MMS group text messages, with some responses not being received, or in the incorrect order. This is after consulting with the AT&T website and confirming that I had the correct APN settings entered.I tried the default Sony messaging app, Google Messenger, Google Hangouts, Textra, and other SMS/MMS apps, with no success.I have thrown in the towel on this phone, especially after the manufacturer refused to honor the 1-year warranty (as advertised in the product description)."
"390081","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",1,"The phone won't turn on again, only 6 months after buying it."
"390082","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",5,"Great smartphone. Everything is ok. No problem at all. The price was even better. Thanks."
"390083","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",5,"Another great Xperia smartphone from Sony. Nothing to complain about. Great phone."
"390084","Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty)",5,"The phone runs very well when I first got it the battery got really hot not sure what the problem was there but after the system update and restarting the phone it doesn't get hot anymore I wouldn't put it completely under water but I have used it in the shower many times never had a problem with any of the functions. to prank my friends I poured water on it thrown it in puddles and tossed around with a case of course and it's still fine. The wife didn't like the quality of the camera she likes to take selfies I didn't really find anything wrong with the camera myself"
