"","Reviews"
"2003","After almost a month of usage. This is one of the best android phone I used. I don't usually look for extreme performance. I use the smart features in the phone and I like the apps and retouch from Sony"
"2004","Great phone, definitely a Sony customer now"
"2005","I bought this product, use only a month and suddenly the front photo camera stopped working."
"2006","Laggy performance. Restarts occasionally on its own. Definitely has a overheating issue when streaming video or audio. Okay for basic browsing and calls/texts"
"2007","Very cool phone."
"2008","Shipped and received quickly by Amazon. Light and attractive phone. Responsive touch screen. Plastic backing consistent with mid-level make and likely contributes to its light weight. I started with Android system so the transition to this phone was simple via Sony's software and previous backups. Back camera at 13MP was sluggish and had reasonable quality under good lighting; don't expect action shots or quality pictures under poor lighting conditions. Unfortunately, the front camera was nonfunctioning on arrival so I couldn't assess its quality; the good news is that Amazon is great about exchanges. Will update when replacement arrives."
"2009","Excelente"
"2010","Not even two days of battery life."
"2011","received all ok. Thank you very much."
"2012","My battery not holding charge an it keeps blanking off...phone getting hot an freezing up when snapping a picture... Disappointed!!!"
"2013","It does not serve to answer calls when you have several applications open and in useno sirve para responder llamadas cuando tienes varias aplicaciones abiertas y en uso"
"2014","it is such a great phone, i love sony phones but unfortunately could not afford the Xperia Z5 so I purchased this instead. only thing i would say is disappointing is the camera. Quality of photos are okay at best, my Xperia Z1 had a much better camera and I am disappointed with this. Thats the only problem i have"
"2015","I bought the phone on behalf of my brother, he surprise his wife with the phone for Mothers Day. It works great she said! She is very happy with the phone."
"2016","Great at first, but 6 months later and audio doesn't work."
"2017","Got the phone, it is ok. But the screen cracked after a minor drop:( Maybe it was my bad luck"
"2018","Has got heating Issues. Gui could have been much better.Rest works well"
"2019","HORRIBLE CUSTOMER SERVICE! This phone malfunctioned and was unusable after only 2-3 months of owning it. I purchased a case and screen protector with the phone and take very good care of it. The phone was under warranty when it completely broke and I immediately sent it off for warranty repair/replacement. Sony Xperia technical support claims that a repaired or replaced phone will be returned to you within 14 business days of receiving the phone. Sony has had the phone for a month now. I have called many, many times to ask for a status update. I was initially told that the status is currently ""a work in progress"" but that they will request more specific information and provide this information to me in 2-3 days. I never heard back and had to call again, to be told AGAIN that it was a ""work in progress"". I have called a total of 8 times since the 14 business days have expired. I was told that this case was labeled to be expedited. Then it was flagged as requiring immediate attention by a supervisor. Still no word.When I last spoke with the supervisor of the call center, I was told that the supervisor had complained to the repair facility about the lack of response from them. However, there was nothing else that could be done. Apparently, there is no phone number for the repair facility in Illinois that either I, or the supervisor at the call center in the Caribbean, can use to contact them. Also, Sony refuses to simply send me a new phone despite the fact that it is well past their policy of 14 business days before the phone will be repaired or replaced.This is horrible customer service to a degree that is hard to put into words. Their system is so inadequate that I can't even explain it all here. There is no oversight and no accountability for totally disregarding their own policy and for the dissatisfaction of their customers. The bottom line is if your Sony cell phone breaks at no fault of your own immediately after purchasing it, you're screwed.Not only will I never purchase a Sony cell phone again, I will avoid all Sony products as there are many competitors with much better customer service on the market."
"2020","I got this with a warehouse deal for $139, at that price this is a great phone.The form factor is durable and attractive, but it is incredibly light. Antenna reception is good (at&t) The screen is not full HD, but the resolution difference is not that noticeable. The battery life is about a day and a half of moderate usage, and the stamina mode is impressive.Under light usage its very snappy and quick but under any kind of demand it boggs down. If I have 3+ tabs open in google chrome with queued videos it will start to freeze. Same goes for when multitasking demanding apps. (in my case torque and chrome).Further, it does not have a gyroscope so no google cardboard.There is also no screen activation without using the physical button (such as swipe up / double tapping the screen).As of 6/14 only android 5.0 officially."
"2021","I was satisfied with this phone. Camera is OK and battery lasts all day long. The problem is I can't make phone calls normally, microphone is not working, the only turnaround is turning on the speakers. It's a software issue related to Android Lollipop, it's not a hardware problem."
"2022","Its a good phone but it's not working in singapore. Its says unlocked but it isn't"
"2023","Ultimate stamina doesn't work can't take out the battery and if u get water in it u can't hear smh a bunch of crap"
"2024","I was really excited and looking forward to using this, but usability is exactly where it falls flat.First, when I run common apps, such as Google Music and Apple Music, the apps will just randomly shut down. There were a few others apps, like Avast, that just would not reliably run. Bottom line, app stability, from major companies, on this phone is bad.Second, the cameras, front and back, are marketed as excellent with good low light performance, but that is just not the case. Low light performance is quite poor, while both cameras suffer from abysmal contrast.Didn't test out the water resistance, so I can't comment on that.Sony just cut too many corners to try and make a budget friendly phone, which lags behind other phones in this range, such as former flagships LG G3 & LG G4."
"2025","Best android phone I've had"
"2026","The Phone just randomly restarts, multiple times a day. I reset it, and have done everything I can think of. I can be using it and all of sudden it will restart. It can also just be sitting on the counter and I look over and it will be booting back up because it has restart it self again. Under Diagnostics it says it has had 108 incidents in past 10 days. I have contacted Sony but they require the phone to be sent in for repair and it can take couple weeks to get phone back. If I can find a backup I guess I will do this but I can not be without my phone. If these problems were known before time I would not have purchased this phone and/or would have returned it."
"2027","Dear Amazon, when I buy this Sony, I used little time, It is not work good, the charge and charged go out in little time and to charge take toomuch time, I no remember the time I buy, and it has Guaranty, I would like to know, it the company it can check, Than Eugenio Toala"
"2028","great"
"2029","Sony makes solid phones. I only wish the battery was removable otherwise an amazing device."
"2030","Incredible phone, perfection at a very reasonable price. Does all one may want a phone to do!"
"2031","Not bad , this phone is really comfortable in the hand and the waterproof feature makes it better. Camera is really good but not so good in low light. For me battery life wasn't the greatest but it does last a whole day . I'm just used to higher batteries on phones . the phone did had some problems running high graphic games and will heat up a lot specially while charging and for that reason I returned it . other than the overheating issue I really liked the phone , I just wish an update can improve the kag and overheating ."
"2032","Good product for the price. Would easily slip from your fingers though. A good solution is to purchase a rubberized case. There's an issue with the camera that I would like to point out though. There were times when I used the camera for video recording but upon playing the mp4 file, all that came out with the sound was a black screen. I thought I had a defective unit but this also happened to my wife's M4 Aqua. A simple work around that I found is to avoid using the stock camera and instead install a different camera app from Google Play store. I've never had the said video problem since.The processor is fast enough for my purposes which include using Google Maps for navigation, shopping, playing videos and playing music. I cannot comment on the overheating issue because I've never had that experience with this phone."
"2033","I love it!"
"2034","Good phone at a great price. I'm coming from a Nokia 635. I really like that phone it was cheap and did everything I wanted it to do. Sure it wasn't great and didnt have a front camera but, Windows phone system was so easy to use. I really didn't want to make the switch to Android but, everyone says I miss alot by not using Android or Apple so I decided to see if I like the Android experience. If I didn't I like it I'd go back to windows phone with my next purchase. I really did my research while shopping for my next phone upgrade. I wanted an unlocked phone that cost around $200 had 16gb memory and microSD. I looked at the Alcatel Idol 3 (4.7 the 5.5 seemed too big), which I almost purchased but, the M4 aqua had a slightly better processor. I really liked the design of the Moto G 3rd gen but it was $20 more for the 16gb version and had a lesser quality processor. So far I've gotten accustomed to Android, or Sony's version of it, and it is pretty easy to use so no major learning curve coming from a Windows phone. The variety of apps are definitely greater, but as a casual user, there really isn't anything new that I am using that I did not use on my Windows phone.The phone itself has a pretty nice screen, I noticed the better quality coming from my Nokia 635. Sure, it doesn't compare with my friend iPhone 6 but, at 200 it doesn't have to. It come with 16gb and I had about 11gb left to use after the OS and pre-loaded apps. Sony advertises 2 day battery life. I have come nowhere near that using it casually. I don't use my phone hard. I check FB, emails, play a game once in awhile. I'm usually down around 30% when I go to bed and that is using battery stamina mode but, that's about equal to most smartphones these days so no real complaints. But I think you'd only get to 2 days if you dont use data, wifi and keep the brightness low, so false marketing on Sony, in my opinion. I noticed some complain the M4 gets hot but, I don't notice any excessive heat. Nothing worse than my old phone. I've not tried to get the phone wet so not sure how good that feature works but, its one less thing to worry about.Main complaints. the speaker. Horrible tiny sound, heck my Nokia 635 had better sound. Little disappointed since Sony should be able to do better. Headphones sound great but, speaker is bad. The camera take adequate shots, nothing great. I'm happy with it so far to post pictures on FB and such. The camera is slow though it takes a long time to take a picture, longer than I think it should take.Overall, I like my phone and should keep me going for 2 years or so until I replace it. I took a star off for the speaker, slow camera and Sony's marketing of 2-day battery life which is almost impossible to get."
"2035","MY phone started having dead screen in the 3rd week of use and screen completely shut down in week 5. Until the last incident, I was able to bring the screen back on by hard reset/manual reboot.1. This phone isn't waterproof. And support will do anything to make sure warranty doesn't cover repair, first thing they ask is , did you put phone in contact with water or damage it? If so, we don't cover it under warranty.. : I told them i have absolutely no damage on the phone and additionally PHONE IS m4 AQUA(WATERPROOF) , insisted them that this has been happening since week 3. They finally told me to make a CALL instead of CHATTING to open a service case, and when i opened the case, the rep told me previous agent I was chatting with wrote that I cracked the phone screen and warranty will no longer cover this device.2. Like I said, shady and DISHONEST CUSTOMER SUPPORT. Google sends a replacement phone for their customers.3. I never had a phone that broke so fast (6 weeks), and I took care of it like a baby...4. Phone is ok, camera is def not good and phone is slow. It takes a while to boot up and even receiving messages. Logging in to applications take like 2 mins on this phone... IDK i wouldn't buy it again...5. Sony will not allow you to make a return. I simply don't want to use a Sony device anymore after this experience I've had and get a Samsung or Google, at least it works. I bought this phone cause it was cheaper than other android phones w same size.Reason i didn't send this phone in week 3 is, Sony has a 14 day period to evaluate is they will cover the repair under warranty. This 14 day period doesnt include shipping and repair time, also they don't send you a label unless u ask for it. And they told me it will take them 48 hours to send me a label. So if your phone broke, you will spend 30 days to get it back, and from their attitude i can tell they do their best to make you pay even if you have a valid warrent.I told them over and over again"
"2036","Heats up freezes. I have less bars than I do when sim is in different phone"
"2037","Best smartphone at this price range"
"2038","Gud"
"2039","I bought this for my mother as she keeps dropping her phones into liquid. She is now getting great reception inside her house using the newly added GSM band 12. Before she would have to be in one specific room and always had a poor signal. With this phone she is able to walk around the entire house and even the basement while having a good signal. The battery life is outstanding as well, she is getting 2.5 days per charge now instead of her previous phone barely making it a day. I'm sure the improved signal has something to do with that.Overall, no heating issues and mom is happy."
"2040","It is a great phone for the price range. Didn't have much complaints on it and it did well for the time I had it. I would recommend it to anyone looking for a good budget friendly smart phone"
"2041","item was good and working but battery is not enough to use a day. its like second hands. and also service connection is not well."
"2042","It was not unlocked cell Phone"
"2043","Headphone not working..."
"2044","Ok"
"2045","I received the two phones really quick. Every went well with the purchase and arrival time."
"2046","Everything works great"
"2047","Screen is very sensitive! Unfortunately, It stop working within 1 month."
"2048","Used it less than six months when into a pool for a swim with it in my pocket and in less than 5 min already broke. Not really waterproof."
"2049","it good for price, work tmobile nano pin litle hot dowling"
"2050","So far, so Good, But I Just go It 1 week ago"
"2051","Very happy with this purchase ! The phone is brand new and came sealed in its package. I have t mobile, the LTE is working perfectly and the phone is just perfect !"
"2052","Great phone. Highly recommended. Had three iPhone previously and this is better. Only downside is that Apple blocks my group text messages. Easy fix by downloading textra. If you're thinking about switching from iPhone to android you should but read the blogs about group messages first prior to turning off your iPhone."
"2053","Phone was great until the software problems. Tried to repair on my computer and still didnt fix the problem."
"2054","Nice phone for the price. Has everything I wanted in a smart phone system. Voice quality is good. playing your music or listening to the radio comes out quite clear and I have no problems with any additional apps which I added."
"2055","Bought Phone in Dec 2018 New Worked fine until May 2016 phone continues to run hotter and hotter until the newest flaw is it sparks when inserting charger! What a piece of Junk!"
"2056","Typical Sony product, simple, fun, fairly easy to use....Love it!!"
"2057","the sony experia devices became horrible lately. When I bought this phone, I hated sony, lots of lags, keyboard writes automatically without touching it (It's like a ghost is typing). Slow camera, little space."
"2058","Good phone just needs a software update but every thing is great about the phone and its water 💦 prof"
"2059","It works in Argentina so, couldn't ask for more, good performance,and excellent camera."
"2060","Is good!"
"2061","nice"
"2062","I bought this phone on 1.16.16. the speaker quit working, so I sent it in for repair under warranty on 3.16.16. as of today, 5.23.16, Sony has still not returned my phone. Terrible customer service. I feel like they stole my phone. They have had my phone longer than I have."
"2063","Its fine, but the wifi power its little than than m2, I have both..."
"2064","Excellent Product, Recommended"
"2065","I like the phone because it's well made and reasonably priced. However I do not know how reliable it will be in the long run."
"2066","satisfy"
"2067","GPS function died within 6 months. Phone is sluggish during routine usage and touchscreen is inaccurate. Battery life has become progressively worse over the last few months, so I'll probably replace it with a flagship device this holiday season when phones go on sale again. I can't really recommend this one for most people. It's ok, I guess...but it's too expensive to just be ""ok""."
"2068","Heats up too often. And it gets very hot for no reason all the time, even when I have nothing opened and locked."
"2069","Phone is BIG and can get really hot under heavy load, battery lasts half day under heavy use (Pokémon GO), otherwise is a great phone for its price. Camera and sound are top-notch."
"2070","Totally disappointed...The camera does not work properly almost all the time. The front camera does not work. I thought it was a dual sim phone but it is a single sim. The phone gets really hot within a few minutes...it's like someone gave you their old phone and not you having bought a new phone...totally disappointing!"
"2071","I love this phone Is The best cell I buy"
"2072","Very Nice Phone, Good Shape and nice Tech Specs"
"2073","Slow Phone! Looks good, takes good pictures but its slow and the Phone interface SUCKS big time. I am new to android but I ordered a LG G3 for my wife after i ordered this for myself. Gotta say the LG G3 is WAY BETTER than this and also is 32 GB for $20 more!Sony really failed with their Phone interface on this phone, even though it s a smart phone most people still use it to MAKE CALLS, please keeep that in mind SONY and make sure you have a user friendly phone interface on all your phones."
"2074","The speaker stop working for no reason"
"2075","It's an okay phone, I returned it, and got an asus zenphone. My husband still has his Sony phone"
"2076",";)"
"2077","I personally like the Samsung Galaxy phones, but I really like the security of knowing that this model is waterproof. I was led to believe that the camera on this phone was also really good, but it's one of the worst phone cameras I've ever used. It does what I need it to do, but it's not the best phone I've ever had by far."
"2078","extra clear hi def display and feels solid"
"2079","I started using ios a few years ago. After a few years, I got bored of it. So I sold my iPhone and got this (it was on sale for$200). I got it 2 moths back (November 7). First thing, this is an honest review; I am not being paid to review this product.Build quality/ hardware- the phone is 7.3 mm. It's pretty slim and feels sturdy in your hand. The power and volume buttons are weirdly placed at the right middle side of the phone. In my case, this proves to be a good thing because I have small-medium hands. There is one front facing speaker, SD card slot on the left, charging port on the left, micro simcard on the right, a headphone jack on the top, and a camera button on the bottom right( to take photos instead of touching the screen) . The back of the phone is plastic but looks like glass. The back and front of the phone are very vulnerable to scratches; I recommend buying a screen protector and cover. There are no physical home buttons. The phone is water proof, but you should wipe your screen after putting it in water as it tends to become unresponsive when you touch the screen.Software- the phone is pre-installed with Android 5.0 and loaded with about 23 apps of which only around 7 are useful. After deleting apps and cache I had 12 gb left. The skin is very close to stock lollipop android. So far no apps have crashed. Something I found nice is the ability to record your screen when you long press the power button.Camera- I'm not a selfie guy, but alot of people take photos of their duck lips and food so I included this part. The camera is pretty good, but not the best. There are lots of settings to enhance your photo experience. Something I found fun was that is has a virtual reality camera mode that allows you to talk photos/videos of dinosaurs, undersea,etc. A very big setback is its lack of flash. So if you live in a dark cave, too bad. You can zoom in too, but it gets blurry and hard to adjust. Something I found useful is that the camera recognises where you are, so if your driving and taking a video it makes the videos look not blurry.Performance- Im a gamer, and performance is key in every product I purchase for gaming. The phone has 2 gigs of ram and a snapdragon 615. It tends to heat but not as much as lava on your hand. The heating problem is not a big deal. I have 21 games on my phone( no SD card) of which include modern combat 4, Nova, asphalt 8, minecraft, and terraria. These games played pretty well with occasional lag, although it's almost unnoticeable. The phone scored 25841on antutu, single core 527 on geekbench 3, and multicore 1905 on geekbench 3. Decent enough.Conclusion: overall I am very pleased and satisfied with the experia m4 aqua. It has a low price but simply beats others of its price range due to ram,waterproof, snapdragon 615, and good slim build. I would recommend this phone to anyone."
"2080","Loud and deep bass. Treble is fair but mid is weak. But so far is the best for under $100. Really worth for money."
"2081","I haven't had an android in a while. I've had an iphone 4s for about 2-3 years then I switched to this phone. I like this phone because battery is wonderful. I put it on airplane mode while at was at work and it only lost 10% in 12 hours. I wish It had some features that apple has, like seeing if someone read your messages, being able to reply to messages from the home screen. I freaked out one morning because I woke up and it wouldn't turn on even though it didn't die over night. For the price, it's great. Hope it lasts a long time, I don't feel like picking out another phone. I was also so used to the iphone that this phone felt big to me, but honestly it's a pro. I like the screen, everything looks more clear, sleek. Though it does get stuck in some apps, apple has a better processor, it doesn't happen too often so i can let it slide. Could've bought a samsung like everyone else, but my dad already had this phone and I got to experience it for a bit then got to make the decision to get it. Overall, good phone. Coming from an apple phone I just have to get used to it a bit, different features and processor."
"2082","There is a very bad design that once you put your nanosim card in, it is so hard or even impossible to get it out."
"2083","Amazing phone. No complaints"
"2084","It is burning phone. When you do anything, maybe m4 will overheat.But Sony cellphone stay long with short battery"
"2085","Not good"
"2086","Its not very good as its written in descriptions"
"2087","I've been using it about 2 months now and it is getting very ""laggy"". I'm not gifted when it comes to trouble shooting so I'll have to take it to a shop. It seems to ""overheat"" very quickly.I have now had this phone almost exactly 4 months and it has stopped ringing for incoming calls! A Google search indicates that this is a common problem, great. There is a work-around on the internet but I'm going to have to have a geek try to see if they can make that fix, grrrrr."
"2088","Great phone for a great price. Waterproof too? Winner!"
"2089","The phone isn't bad per se but I had an issue with the USB port a couple of months after buying it and Sony's customer service is pretty bad.In the end I would have needed to be without my phone for about 1 month and with no replacement or even guarantee of repairing the issue even though the phone has no signs of misuse and my issue was a clear ""wear"" issue that shouldn't be happening after 3 months of use (warranty is of 1y).Spend some more on a brand that provides good costumer service and that is actually able to provide you with practical and feasible solutions.Don't buy Sony."
"2090","I'm from Hawaii and It didn't work. When I transfer my Sim card it says it's not supported."
"2091","everything on phone worked fine except the microphone when set on headset mode on calls doesnt wanna work, nor when i use it on facebook calling, or ""google now"" voice command, hopefully get a refund for it, its pretty much impossibly for hands-free use"
"2092","Its a great phone however im confused because the description says the battery life is about two days however after fully charging it ; it was about 11 hours until it died, and needed charging again."
"2093","The phone does not provide more than 5hours of battery life in wifi mode and the battery keeps on draining even when stamina or ultra stamina mode is activated. Also the back panel gets heated up during charging or streaming videos or playing music. I am not satisfied at all with this sony product. I had ordered a replacement hoping that the next one would give a better battery life but it turned out to be same. I am going to return this product."
"2094","Great phone!"
"2095","Good features in low cost.."
"2096","Good shipping and item."
"2097","I bought this phone to replace a lumina windows phone because of the lack of apps available. I have had an android phone in the past and I loved it. So did my wife enough said. After seeing so many apps available for android I decided to get this Sony based on reviews. I am extremely happy with my purchase. I have the latest android and I can now download the apps that I want.The audio quality is great, the camera/video is great for a phone. Better than most. The display buttons are larger than the phone I had before, and now I can text almost twice as fast.So do your research think about it, then get this phone. You won't be disappointed."
"2098","Works perfect and arrived earlier than expected :)"
"2099","Good product por the price"
"2100","Heating so fast"
"2101","Phone was heating very badly from back side. After reading I came to know that processor used in this phone has known issues of overheating. Returned next day."
"2102","Ok, but didn't know cannot access battery for replacement if it ever died in the future"
"2103","waterproof"
"2104","The phone is decent at first only real downfall is the speaker volume; however, after 2-3 months expect to have to replace the phone. I bought one on here in December and had to return it within a couple months as the speaker was going out. I thought maybe because it was a damaged box product. However, this is now the second phone that is approximately 2-3 months old and is having the exact same issue. I thought by spending the additional $$ I would save money in the long run because I am a mail lady and light water maybe a problem if I get caught in the rain. However, these phones were never even subject to the rain and yet they lasted less time than the Nokia Lumia's that I had in the past that were cheaper. I would have gotten the square trade warranty however, not available on this product... I wonder why does the manufacturer and vendor know something we don't know?"
"2105","Absolutely Fantastic phone for the money.... I am very shocked at how good it is. It is only running Lollipop but I think that Sony added some customization to the operating system to improve battery life I listen to music for about six to eight hours a day. An I am on the internet quite a bit throughout the day and I still have at least 50% battery left when I leave at the end of the day to go home I am very happy with the camera as I have take pictures for work quite frequentlyThe SONY XPERIA line of phones are most definitely worth the money and buying UNLOCKED from Amazon mean no excess carrier bloatware added that always slows said phones down .Awesome Phone at a awesome price"
"2106","Everything ok"
"2107","Good."
"2108","Perfect! Thank You very much!"
"2109","Awesome"
"2110","Very nice, the battery life is awesome."
"2111","Not what I expected. Not happy whit this purchase."
"2112","Only getting three stars because i have to send back. Really liked this phone, but i got a defective unit that powers off and back on by itself....even with a full charge.might take the difference and upgrade to z3+"
"2113","I don't usually write reviews but after using this phone for a couple of weeks, I feel like it deserves the rating that I am giving. I've been switching from phone to phone for a couple of years now, first owning a windows phone, then samsung galaxy s4, asus zenfone 2, so on and so forth. This is the only phone that I felt was just right. The speed of it was a little slow at first but for some reason it sped up to the point where it is just right now. It comes with bloatware but you can disable it within the settings.One negative thing I really would consider for this phone is that you can't customize between USB connection modes.As everyone says, this phone does burn up, but with its $200.00 price line, this phone wasn't meant for long time gaming anyway. This is a really good practical phone to be using."
"2114","Great phone with great quality"
"2115","Will not buy another[ keeps shutting down ]"
"2116","Great phone for the price range, but there is some noticeable lags now and then. There is one issue with the recording of videos, when i want to view the videos it only shows a black screen with audio only. Restarting the device seems to fix the problem but i don't know if it is permanent. If this issue can be fixed permanently then this phone gets 5 stars :)"
"2117","Bought the phone as a cheap back up and for when we go to the beach or in wet conditions. Set the phone up but could not get the play store to load. It kept crashing so I couldn't install any apps. Returned the phone and got a moto G 3rd generation."
"2118","Do not buy this phone. Battery overheats when taking phone calls causing phone to turn off."
"2119","The phone has an issue thats called the ""sleep of death"". It shuts off for itself and you have to hold the power button and the volume button at the same time to turn it off completely. This happens all the time, sometimes 2-3 times a day. i purchased this in the States and returned to my country so there is no way I can get it changed or repaired."
"2120","Super great phone. Had a note 4 but wanted something water proof after some close calls. Don't miss the note 4 a bit."
"2121","Ecellent cellphone"
"2122","My wife LOVES this phone. She had a Samsung S4 Active before, but it was glitchy. This one works perfectly once you remove all the pre-installed crapware. The screen and camera are way nicer than the professional reviewers say. It does a slide show screen saver thing with your pictures that was a welcome surprise for my wife. I don't like that sort of thing, but she loves it. The phone is amazingly thin. It actually makes me nervous, because it's so thin. But if it can survive this long (a few months) in my wife's purse, then it's rugged enough to survive anywhere. I like to dunk it just for fun."
"2123","Everything was ok"
"2124","Good"
"2125","Do not buy this phone!!!!!!! I bought this phone on Cyber Monday 2015 as of today March 13th 2016 the phone took a dump on me. It keeps shutting off and there is no way to fix it. I contacted Sony and they emailed me a link to download Xperia Companion software to do a software repair on my phone. Well guess what. The phone has to be able to stay on longer than one minute to complete the software repair if that would even help who knows. I did a factory reset and it didn't help. They keep dodging my emails about sending me a new phone to replace this one as it is still under warranty. I heard that sony phones have major issues with overheating and that it causes massive failure with them. I'm assuming this might be the case but I'm not sure. I had a z1 and a z3 before this. z3 was buggy. No wonder all major carriers in the US dropped Sony phones. DO NOT BUY!! You will regret it. I thought some of the bad stuff I was reading were just one off's and that those things only happened once in a blue moon. WRONG!!! Failure is the norm with these phones. You WILL be very frustrated with this phone and have buyers remorse."
"2126","this phone is nothing close to what a Sony phone should be. Its battery is pathetically weak. processing is slow. the original battery charger has already stopped working. it hangs, it becomes unresponsive so many times. its software has a problem, specially video playback hangs very often. Sony support doesn't support. I will not advice anyone to buy this phone."
"2127","I got a good price on the phone after a long customer session.Was one of the most frustrating customer experiences i've had with amazon but they came through so kudos.The phone is a solid device with features we'd expect in every smartphone like waterproofing.Honestly,I got it for people who tend to drop their phone in water and this fits the bill perfectly.P->S Problem solved with experia"
"2128","Excellent Product"
"2129","Everything was good but after some time (20 days or so) it died and it didn't turn on. This was supposed to be my backup phone. Waste of money. It stopped working after the 30 day warranty so i cant return it. great."
"2130","A bit slow and the screen doesn't actually work if there is water on the phone. For me I would never have bought this phone if i would have known that very misleading reviews. If I wasn't out of the country for work I would have returned this Phone. Embarrassing buy."
"2131","I ultimately returned this, it didn't work correctly on my service provider and the camera was terrible.Performance was laggy and it was a fingerprint magnet. I'd skip this. - Try the Blu Studio Energy 2"
"2132","Over heats a lot and its battery dont last 2 days. It last almost 15 hours"
"2133","Excellent"
"2134","Great product, accurate description and reasonable price."
"2135","Had no problems with the phone, does what it is supposed to at a budget price point. I'm only giving it 3 stars as my previous phone was a Z3 and the build and camera quality is a noticeable step down. Probably not fair to compare, but there you go."
"2136","Excellent.!!"
"2137","My sister got this phone and she is not happy with it.I don't know her exact issue... but she just doesn't like it."
"2138","compared to the price of the phone is very good.among the shortcomings is a tendency to run hotter and the camera is not like top models. in the rest of the faults has no problems"
"2139","Returning now- I bought this as a backup to my iPhone which dies when it's cold and has terrible battery life. This one restarts during phones calls, has odd button placement and overheats horribly. Also the cameras are awful. I've had it barely a day."
"2140","Excelente producto."
"2141","This phone, just i love it! :D"
"2142","Great phone. The lowest I've ever paid for a smartphone, yet better than any I have had.Colors pop, great sound from the speaker on the bottom. Came with 16GB of non-volatile memory,has expansion slot for micoSD card up to 128GB. Unless you are a pro photog, the camera is more than adequate.Battery life seems typical of what I have experienced with other phones."
"2143","Great deal! Decent quality phone for the price. This phone lacks a few things that my s5 has, but it makes up for lack of hardware with great Sony software."
"2144","GPS didn't work on the first phone I received, returned for replacement without any issues. New phone works perfectly so far."
"2145","EXCELLENT"
"2146","Phone bricked itself after 5 months. Tried to fix it using several different versions of Sony's software updater to little effect. Stuck on a boot loop... got as far as Sony logo followed by the regular blue wave screen then shuts off and restarts. First update got the Sonly logo with dark back ground shuts off and reboots. Second update after i got a message from sony that there was an update for this phone.. Now it's a white background with the sony logo and it shuts off and reboots. Been too busy to get warranty service got as far as getting an RMA only to have no time (and little access to a printer) and having it expire.The good news is the phone ran fantastic before this. I could not recommend a better phone at this price range. I only write this review because I saw it for the price I bought it for.Update 10/11/2016Tried another new update from sony still stuck on the bootloop. This is just becoming my own fault. I should of made the time to finally get the RMA and return this phone. Meanwhile bought a BLU phone with amazon ads... that one is working almost as good as this one when it was working."
"2147","This phone was terrible. It must no t put out a very strong signal. Had phone service issues for the two months I suffered using the phone. I do not recommend using this phone."
"2148","Excelent celphone"
"2149","buena maquina."
"2150","I'have many problems with the phone, the phone no boot, haw can I replace the item, I'm fromArgentina!!!!"
"2151","Great product. Not watter proof, dont put it under watter. Everything else is pretty cool about the phone."
"2152","The phone cycles on and off as it pleases, and malfunctions quite often, despite not being full or near full on memory space. The battery has quickly become non-existent to the point where I must keep a lipstick battery source attached during the day. If you purchase this phone, also realize that accessories are extremely limited."
"2153","I wanted to like this, but it has too many problems to keep. It's a great size, lightweight and waterproof. However, the battery life on it is horrible when playing games, it drops > 10% in half an hour. Like many other users have mentioned it gets really hot. Games like Bubble Witch crash or lock up when playing for more than 15 minutes."
"2154","Very good phone so far. I'm delighted with it."
"2155","i love this phone, first one they sent me wasnt working, told them, they changed it, and the new one is working perfectly, runs fast enough for me, great camera, lightweight, not to big-not too small"
